"Analysis","N","s","Species_Index","Dispersed","Clustered"
"Cricetidae_C128",128,64,47,"Dinaromys_bogdanovi_CRICETIDAE_RODENTIA","Handleyomys_alfaroi_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,48,"Myopus_schisticolor_CRICETIDAE_RODENTIA","Handleyomys_saturatior_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,49,"Chionomys_roberti_CRICETIDAE_RODENTIA","Neacomys_spinosus_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,50,"Peromyscus_stephani_CRICETIDAE_RODENTIA","Oligoryzomys_rupestris_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,51,"Auliscomys_sublimis_CRICETIDAE_RODENTIA","Oligoryzomys_moojeni_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,52,"Proedromys_bedfordi_CRICETIDAE_RODENTIA","Oligoryzomys_destructor_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,53,"Osgoodomys_banderanus_CRICETIDAE_RODENTIA","Oligoryzomys_stramineus_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,54,"Calomys_laucha_CRICETIDAE_RODENTIA","Oligoryzomys_nigripes_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,55,"Neodon_linzhiensis_CRICETIDAE_RODENTIA","Oligoryzomys_magellanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,56,"Oryzomys_couesi_CRICETIDAE_RODENTIA","Cerradomys_maracajuensis_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,57,"Microtus_middendorffii_CRICETIDAE_RODENTIA","Pseudoryzomys_simplex_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,58,"Hylaeamys_megacephalus_CRICETIDAE_RODENTIA","Amphinectomys_savamis_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,59,"Abrothrix_longipilis_CRICETIDAE_RODENTIA","Oryzomys_couesi_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,60,"Akodon_cursor_CRICETIDAE_RODENTIA","Nesoryzomys_swarthi_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,61,"Chilomys_instans_CRICETIDAE_RODENTIA","Aegialomys_galapagoensis_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,62,"Aegialomys_galapagoensis_CRICETIDAE_RODENTIA","Melanomys_caliginosus_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,63,"Peromyscus_perfulvus_CRICETIDAE_RODENTIA","Drymoreomys_albimaculatus_CRICETIDAE_RODENTIA"
"Cricetidae_C128",128,64,64,"Proedromys_liangshanensis_CRICETIDAE_RODENTIA","Scolomys_ucayalensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,1,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Akodon_lutescens_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,2,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Akodon_subfuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Akodon_sylvanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Akodon_spegazzinii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,5,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Akodon_boliviensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,6,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Akodon_polopi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Akodon_azarae_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,8,8,"Sigmodon_alstoni_CRICETIDAE_RODENTIA","Akodon_kofordi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,1,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Akodon_siberiae_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,2,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Akodon_torques_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Akodon_lutescens_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Akodon_subfuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,5,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Akodon_sylvanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,6,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Akodon_spegazzinii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Akodon_boliviensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,8,"Sigmodon_alstoni_CRICETIDAE_RODENTIA","Akodon_polopi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,9,"Baiomys_musculus_CRICETIDAE_RODENTIA","Akodon_azarae_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,10,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Akodon_juninensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,11,"Rheomys_raptor_CRICETIDAE_RODENTIA","Akodon_kofordi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,12,"Microryzomys_minutus_CRICETIDAE_RODENTIA","Akodon_montensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,13,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Akodon_cursor_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,14,"Peromyscus_polionotus_CRICETIDAE_RODENTIA","Akodon_philipmyersi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,15,"Thomasomys_andersoni_CRICETIDAE_RODENTIA","Akodon_iniscatus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,16,16,"Andinomys_edax_CRICETIDAE_RODENTIA","Akodon_dayi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,1,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Microtus_longicaudus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,2,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Microtus_montanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Microtus_townsendii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Microtus_xanthognathus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,5,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Microtus_richardsoni_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,6,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Microtus_umbrosus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Microtus_miurus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,8,"Sigmodon_alstoni_CRICETIDAE_RODENTIA","Microtus_quasiater_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,9,"Baiomys_musculus_CRICETIDAE_RODENTIA","Microtus_pinetorum_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,10,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Microtus_oaxacensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,11,"Rheomys_raptor_CRICETIDAE_RODENTIA","Microtus_ilaeus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,12,"Microryzomys_minutus_CRICETIDAE_RODENTIA","Microtus_levis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,13,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,14,"Peromyscus_polionotus_CRICETIDAE_RODENTIA","Microtus_paradoxus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,15,"Thomasomys_andersoni_CRICETIDAE_RODENTIA","Microtus_guentheri_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,16,"Andinomys_edax_CRICETIDAE_RODENTIA","Microtus_dogramacii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,17,"Euneomys_chinchilloides_CRICETIDAE_RODENTIA","Microtus_socialis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,18,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA","Microtus_anatolicus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,19,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA","Microtus_majori_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,20,"Notiomys_edwardsii_CRICETIDAE_RODENTIA","Microtus_subterraneus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,21,"Delomys_sublineatus_CRICETIDAE_RODENTIA","Microtus_gerbei_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,22,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA","Microtus_lusitanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,23,"Neofiber_alleni_CRICETIDAE_RODENTIA","Microtus_savii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,24,"Onychomys_torridus_CRICETIDAE_RODENTIA","Microtus_tatricus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,25,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA","Microtus_thomasi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,26,"Nephelomys_levipes_CRICETIDAE_RODENTIA","Microtus_multiplex_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,27,"Lemmus_sibiricus_CRICETIDAE_RODENTIA","Blanfordimys_afghanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,28,"Rhipidomys_emiliae_CRICETIDAE_RODENTIA","Microtus_oeconomus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,29,"Wiedomys_pyrrhorhinos_CRICETIDAE_RODENTIA","Microtus_middendorffii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,30,"Arborimus_albipes_CRICETIDAE_RODENTIA","Microtus_sachalinensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,31,"Nesoryzomys_narboroughi_CRICETIDAE_RODENTIA","Neodon_leucurus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,32,32,"Aepeomys_lugens_CRICETIDAE_RODENTIA","Neodon_fuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,1,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Myopus_schisticolor_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,2,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Synaptomys_cooperi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Myodes_centralis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Alticola_macrotis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,5,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Alticola_lemminus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,6,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Alticola_barakshin_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Alticola_strelzowi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,8,"Sigmodon_alstoni_CRICETIDAE_RODENTIA","Alticola_semicanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,9,"Baiomys_musculus_CRICETIDAE_RODENTIA","Alticola_olchonensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,10,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Alticola_montosa_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,11,"Rheomys_raptor_CRICETIDAE_RODENTIA","Myodes_rutilus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,12,"Microryzomys_minutus_CRICETIDAE_RODENTIA","Myodes_rufocanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,13,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Myodes_smithii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,14,"Peromyscus_polionotus_CRICETIDAE_RODENTIA","Eothenomys_miletus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,15,"Thomasomys_andersoni_CRICETIDAE_RODENTIA","Eothenomys_melanogaster_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,16,"Andinomys_edax_CRICETIDAE_RODENTIA","Eothenomys_custos_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,17,"Euneomys_chinchilloides_CRICETIDAE_RODENTIA","Eothenomys_proditor_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,18,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA","Eothenomys_olitor_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,19,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA","Caryomys_inez_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,20,"Notiomys_edwardsii_CRICETIDAE_RODENTIA","Dinaromys_bogdanovi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,21,"Delomys_sublineatus_CRICETIDAE_RODENTIA","Lagurus_lagurus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,22,"Juliomys_ossitenuis_CRICETIDAE_RODENTIA","Eolagurus_luteus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,23,"Neofiber_alleni_CRICETIDAE_RODENTIA","Ellobius_talpinus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,24,"Onychomys_torridus_CRICETIDAE_RODENTIA","Ellobius_fuscocapillus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,25,"Dicrostonyx_torquatus_CRICETIDAE_RODENTIA","Chionomys_roberti_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,26,"Nephelomys_levipes_CRICETIDAE_RODENTIA","Proedromys_bedfordi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,27,"Lemmus_sibiricus_CRICETIDAE_RODENTIA","Proedromys_liangshanensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,28,"Rhipidomys_emiliae_CRICETIDAE_RODENTIA","Microtus_longicaudus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,29,"Wiedomys_pyrrhorhinos_CRICETIDAE_RODENTIA","Microtus_montanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,30,"Arborimus_albipes_CRICETIDAE_RODENTIA","Microtus_townsendii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,31,"Nesoryzomys_narboroughi_CRICETIDAE_RODENTIA","Microtus_xanthognathus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,32,"Aepeomys_lugens_CRICETIDAE_RODENTIA","Microtus_richardsoni_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,33,"Xenomys_nelsoni_CRICETIDAE_RODENTIA","Microtus_umbrosus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,34,"Calomys_callosus_CRICETIDAE_RODENTIA","Microtus_miurus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,35,"Drymoreomys_albimaculatus_CRICETIDAE_RODENTIA","Microtus_quasiater_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,36,"Akodon_serrensis_CRICETIDAE_RODENTIA","Microtus_pinetorum_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,37,"Oxymycterus_quaestor_CRICETIDAE_RODENTIA","Microtus_oaxacensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,38,"Alticola_macrotis_CRICETIDAE_RODENTIA","Microtus_ilaeus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,39,"Eligmodontia_dunaris_CRICETIDAE_RODENTIA","Microtus_levis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,40,"Handleyomys_chapmani_CRICETIDAE_RODENTIA","Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,41,"Peromyscus_californicus_CRICETIDAE_RODENTIA","Microtus_paradoxus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,42,"Lagurus_lagurus_CRICETIDAE_RODENTIA","Microtus_guentheri_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,43,"Ellobius_talpinus_CRICETIDAE_RODENTIA","Microtus_dogramacii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,44,"Oligoryzomys_destructor_CRICETIDAE_RODENTIA","Microtus_socialis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,45,"Thomasomys_gracilis_CRICETIDAE_RODENTIA","Microtus_anatolicus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,46,"Euryoryzomys_lamia_CRICETIDAE_RODENTIA","Microtus_majori_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,47,"Bibimys_labiosus_CRICETIDAE_RODENTIA","Microtus_subterraneus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,48,"Irenomys_tarsalis_CRICETIDAE_RODENTIA","Microtus_gerbei_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,49,"Loxodontomys_micropus_CRICETIDAE_RODENTIA","Microtus_lusitanicus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,50,"Cerradomys_scotti_CRICETIDAE_RODENTIA","Microtus_savii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,51,"Peromyscus_zarhynchus_CRICETIDAE_RODENTIA","Microtus_tatricus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,52,"Reithrodontomys_spectabilis_CRICETIDAE_RODENTIA","Microtus_thomasi_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,53,"Hylaeamys_yunganus_CRICETIDAE_RODENTIA","Microtus_multiplex_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,54,"Holochilus_chacarius_CRICETIDAE_RODENTIA","Blanfordimys_afghanus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,55,"Brucepattersonius_iheringi_CRICETIDAE_RODENTIA","Microtus_oeconomus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,56,"Dinaromys_bogdanovi_CRICETIDAE_RODENTIA","Microtus_kikuchii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,57,"Myopus_schisticolor_CRICETIDAE_RODENTIA","Microtus_fortis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,58,"Chionomys_roberti_CRICETIDAE_RODENTIA","Microtus_middendorffii_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,59,"Podomys_floridanus_CRICETIDAE_RODENTIA","Microtus_sachalinensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,60,"Neacomys_guianae_CRICETIDAE_RODENTIA","Neodon_linzhiensis_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,61,"Phyllotis_caprinus_CRICETIDAE_RODENTIA","Neodon_leucurus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,62,"Neotoma_bryanti_CRICETIDAE_RODENTIA","Neodon_fuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,63,"Proedromys_bedfordi_CRICETIDAE_RODENTIA","Arborimus_longicaudus_CRICETIDAE_RODENTIA"
"Cricetidae_C256",256,64,64,"Sigmodon_hirsutus_CRICETIDAE_RODENTIA","Arborimus_albipes_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,1,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA","Microtus_schelkovnikovi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,2,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Microtus_paradoxus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,3,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Microtus_guentheri_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,4,"Otonyctomys_hatti_CRICETIDAE_RODENTIA","Microtus_dogramacii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,5,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Microtus_socialis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,6,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Microtus_anatolicus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,7,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Microtus_schidlovskii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,8,8,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Microtus_irani_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA","Akodon_lutescens_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA","Akodon_subfuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Akodon_sylvanus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Akodon_spegazzinii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA","Akodon_boliviensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,6,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Akodon_polopi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,7,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Akodon_azarae_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Akodon_juninensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA","Akodon_kofordi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA","Akodon_fumeus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA","Akodon_montensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Akodon_paranaensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA","Akodon_mystax_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,14,"Neacomys_minutus_CRICETIDAE_RODENTIA","Akodon_reigi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,15,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Akodon_cursor_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,16,16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Akodon_philipmyersi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,1,"Cricetulus_kamensis_CRICETIDAE_RODENTIA","Akodon_siberiae_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,2,"Scotinomys_xerampelinus_CRICETIDAE_RODENTIA","Akodon_budini_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,3,"Scapteromys_meridionalis_CRICETIDAE_RODENTIA","Akodon_torques_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,4,"Microtus_kikuchii_CRICETIDAE_RODENTIA","Akodon_orophilus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,5,"Otonyctomys_hatti_CRICETIDAE_RODENTIA","Akodon_mollis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,6,"Tylomys_watsoni_CRICETIDAE_RODENTIA","Akodon_affinis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,7,"Neotoma_mexicana_CRICETIDAE_RODENTIA","Akodon_aerosus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,8,"Mesocricetus_newtoni_CRICETIDAE_RODENTIA","Akodon_varius_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,9,"Sigmodon_leucotis_CRICETIDAE_RODENTIA","Akodon_simulator_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,10,"Ochrotomys_nuttalli_CRICETIDAE_RODENTIA","Akodon_albiventer_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,11,"Onychomys_leucogaster_CRICETIDAE_RODENTIA","Akodon_lutescens_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,12,"Cricetulus_longicaudatus_CRICETIDAE_RODENTIA","Akodon_subfuscus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,13,"Neusticomys_monticolus_CRICETIDAE_RODENTIA","Akodon_sylvanus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,14,"Neacomys_minutus_CRICETIDAE_RODENTIA","Akodon_spegazzinii_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,15,"Phodopus_sungorus_CRICETIDAE_RODENTIA","Akodon_boliviensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,16,"Andalgalomys_pearsoni_CRICETIDAE_RODENTIA","Akodon_polopi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,17,"Reithrodontomys_hirsutus_CRICETIDAE_RODENTIA","Akodon_azarae_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,18,"Rhagomys_longilingua_CRICETIDAE_RODENTIA","Akodon_juninensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,19,"Punomys_kofordi_CRICETIDAE_RODENTIA","Akodon_kofordi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,20,"Euneomys_mordax_CRICETIDAE_RODENTIA","Akodon_fumeus_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,21,"Prometheomys_schaposchnikowi_CRICETIDAE_RODENTIA","Akodon_montensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,22,"Scolomys_ucayalensis_CRICETIDAE_RODENTIA","Akodon_paranaensis_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,23,"Notiomys_edwardsii_CRICETIDAE_RODENTIA","Akodon_mystax_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,24,"Delomys_altimontanus_CRICETIDAE_RODENTIA","Akodon_reigi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,25,"Rhagomys_rufescens_CRICETIDAE_RODENTIA","Akodon_cursor_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,26,"Ondatra_zibethicus_CRICETIDAE_RODENTIA","Akodon_philipmyersi_CRICETIDAE_RODENTIA"
"Cricetidae_C512",512,32,27,"Habromys_simulatus_CRICETIDAE_RODENTIA","Akodon_lindberghi_CRICETIDAE_RODENTIA"
