"Algorithm","MinPD","MeanPD","MeanNND","Subset_Size"
"A_main",6.11327701409318,15.6150486386141,6.30430353011834,8
"B_greedy_only",5.18149491881937,16.1518997732273,6.2865648126155,8
"C_meanpd_only",2.09902957345831,19.0587036271734,2.89264463503784,8
"D_minpd_only",6.11327701409318,15.6150486386141,6.30430353011834,8
"E_meannnd_only",5.24957908448321,14.8338120981162,6.49235744855154,8
