"Model","Metric","Mean_Dispersed","Mean_Clustered","Mean_Random","P_Dispersed_vs_Clustered","P_Dispersed_vs_Random","P_Random_vs_Clustered","N_Dispersed","N_Clustered","N_Random"
"Lambda1","K",0.46019032568721,3.83057179349316,0.65340616242515,1,0.502497502497502,1,1,1,1000
"Lambda1","Lambda",0.999926686256414,0.999926686256414,0.998983841726506,1,0.756243756243756,0.999000999000999,1,1,1000
"Lambda1","MoransI",0.47295483446906,0.289906387732394,0.506438095163099,0.5,0.646353646353646,0.00599400599400599,1,1,1000
"Lambda1","mpnns",0.399296160032328,0.47021002074625,0.442622393775342,1,0.816183816183816,0.733266733266733,1,1,1000
"Lambda1","mean_offdiag_cor",0.63141889585662,0.585040495480467,0.615862086990108,0.5,0.364635364635365,0.228771228771229,1,1,1000
"Lambda1","max_offdiag_cor",0.982256873159918,0.957669250451594,0.992334652601954,0.5,0.998001998001998,0.000999000999000999,1,1,1000
"Lambda1","ess_1",1.55536221106179,1.67221848779596,1.59913861355443,0.5,0.364635364635365,0.228771228771229,1,1,1000
"Lambda1","ess_2",2.0805949107155,2.33970686319515,2.13317520248325,0.5,0.427572427572428,0.148851148851149,1,1,1000
"Lambda0.7","K",0.8042478071537,0.592210825431414,1.45573569438187,0.5,0.947052947052947,0.004995004995005,1,1,1000
"Lambda0.7","Lambda",0.98244025756118,0.925233480264859,0.991588605973908,0.5,0.844155844155844,0.000999000999000999,1,1,1000
"Lambda0.7","MoransI",0.546153188149244,0.238616845499472,0.605627375571978,0.5,0.849150849150849,0.000999000999000999,1,1,1000
"Lambda0.7","mpnns",0.432998344668019,0.45265690677525,0.43407228125729,1,0.48951048951049,0.668331668331668,1,1,1000
"Lambda0.7","mean_offdiag_cor",0.623092019596482,0.583554770572885,0.610241176479235,0.5,0.363636363636364,0.228771228771229,1,1,1000
"Lambda0.7","max_offdiag_cor",0.980112258617193,0.959996594257736,0.986161547010379,0.5,0.972027972027972,0.000999000999000999,1,1,1000
