"Scenario","Metric","CleanMetric","Type","Variance","MeanDelta","AbsMeanDelta","N"
"UC2_st","delta_whitened_r2","whitened_r2","R-squared",109599.579184519,-5.955619535719,9.54760926587015,2500
"UC2_st","delta_mse","mse","Error",0.0661244915617232,-0.0190203906042452,0.193947279326902,2500
"UC2_st","delta_rmse","rmse","Error",0.0171953675335812,-0.00985663242319703,0.0980348999347946,2500
"UC2_st","delta_mae","mae","Error",0.0206663095770967,-0.0059480475647454,0.109810089499159,2500
"UC2_st","delta_median_ae","median_ae","Error",0.0616905792440385,0.00302608192190023,0.172603641375073,2500
"UC2_st","delta_pic_rmse","pic_rmse","Error",0.0203477958955574,-0.0284611515543088,0.115151210147654,2500
"UC2_st","delta_pic_mae","pic_mae","Error",0.0228561189864215,-0.0299817206662045,0.122372361261499,2500
"UC2_st","delta_whitened_rmse","whitened_rmse","Error",0.0423810557110998,-0.0048370566437017,0.154571325820686,2500
"UC2_st","delta_whitened_mae","whitened_mae","Error",0.0386845622772645,-0.015939258237201,0.154837229658251,2500
"UC2_st","delta_see","see","Error",0.0172071019647975,0.0201331613913731,0.100565438589091,2500
"UC2_st","delta_percent_see","percent_see","Error",115.541502888263,-0.0982518802770129,1.33799258818194,2500
"UC2_st","delta_R_whole","R_whole","Error",173.619832322265,-0.318803693742551,1.28088506969626,2500
"UC2_st","delta_R_ari","R_ari","Error",5494.42367152678,-1.97294317283949,5.40388761894239,2500
"UC2_st","delta_R_geo","R_geo","Error",0.0912795092682499,0.0100532237157748,0.197844519452963,2500
"UC2_st","delta_R_median","R_median","Error",368.995893630236,0.37004358731322,1.16044974727708,2500
"UC2_st","delta_pearson_corr","pearson_corr","Correlation",0.0397975409549301,-0.013727686584241,0.095183931006108,2500
"UC2_st","delta_spearman_corr","spearman_corr","Correlation",0.0609410606110063,-0.033241680574794,0.125077458620918,2500
"UC2_st","delta_pic_pearson","pic_pearson","Correlation",0.0150540073983483,-0.0159171936149372,0.079916509248447,2500
"UC2_st","delta_pic_spearman","pic_spearman","Correlation",0.0230451556328156,-0.0365855610890653,0.099995047853981,2500
"UC2_st","delta_mape","mape","Percentage Error",0.35508337327883,-0.147685849574695,0.465361929301929,2500
"UC2_st","delta_smape","smape","Percentage Error",0.0289758515331968,-0.0104571816520173,0.126439484578057,2500
"UC2_st","delta_cn_smape","cn_smape","Percentage Error",0.0271168721860122,-0.0041853672880437,0.108520658356228,2500
"UC2_wk","delta_ols_r2","ols_r2","R-squared",0.0482214897981536,-0.0223436598944432,0.142672264967629,2500
"UC2_wk","delta_adjusted_r2","adjusted_r2","R-squared",0.0571157388534752,-0.0411151550097215,0.152741340540673,2500
"UC2_wk","delta_pic_r2","pic_r2","R-squared",1.41752771429746,0.846266209324811,1.34033003706416,2500
"UC2_wk","delta_whitened_r2","whitened_r2","R-squared",0.851014585012068,-0.990653397066976,1.24217552302641,2500
"UC2_wk","delta_mse","mse","Error",0.0949787727308792,-0.0241830820663871,0.245959104316442,2500
"UC2_wk","delta_rmse","rmse","Error",0.0247144736750897,-0.0125704809897143,0.124556128949962,2500
"UC2_wk","delta_mae","mae","Error",0.0291746366133758,-0.00418095398703083,0.135233286544682,2500
"UC2_wk","delta_median_ae","median_ae","Error",0.0648645900909919,0.00166824889131969,0.206024816123226,2500
"UC2_wk","delta_pic_rmse","pic_rmse","Error",0.288549060878805,-0.765418194728617,0.837258215526764,2500
"UC2_wk","delta_pic_mae","pic_mae","Error",0.129527075557931,-0.669170642707871,0.694349640671805,2500
"UC2_wk","delta_whitened_rmse","whitened_rmse","Error",0.370732966689699,-0.658907603783384,0.793316227925126,2500
"UC2_wk","delta_whitened_mae","whitened_mae","Error",0.171473760971204,-0.648111847271069,0.681553329925612,2500
"UC2_wk","delta_see","see","Error",0.0247293867153784,0.0173628581036564,0.125730592963961,2500
"UC2_wk","delta_percent_see","percent_see","Error",16564.3750269676,-2.70339326762494,3.87313236587722,2500
"UC2_wk","delta_R_whole","R_whole","Error",20.1486613808512,-0.0570953008949695,0.646932152336445,2500
"UC2_wk","delta_R_ari","R_ari","Error",183.225333784553,0.123148316903296,1.97782464071726,2500
"UC2_wk","delta_R_geo","R_geo","Error",0.039382424433353,0.00622249424287926,0.151795197944153,2500
"UC2_wk","delta_R_median","R_median","Error",0.0341178915816399,-0.00744172445992847,0.128062393175034,2500
"UC2_wk","delta_pearson_corr","pearson_corr","Correlation",0.0128437042341261,-0.0118495538493393,0.0722991472489077,2500
"UC2_wk","delta_spearman_corr","spearman_corr","Correlation",0.0219589977677397,-0.0298109529507222,0.100018283565606,2500
"UC2_wk","delta_pic_pearson","pic_pearson","Correlation",164.588183253397,0.77751471239307,2.55871733251384,2500
"UC2_wk","delta_pic_spearman","pic_spearman","Correlation",3.57831750306718,0.300019417503854,0.734593785511444,2500
"UC2_wk","delta_mape","mape","Percentage Error",0.419188010742692,-0.160080922568052,0.517507263599138,2500
"UC2_wk","delta_smape","smape","Percentage Error",0.0488273768314302,-0.0160399196686961,0.176428489156808,2500
"UC2_wk","delta_cn_smape","cn_smape","Percentage Error",0.0118527686437413,-0.00309930423714515,0.0819172406167915,2500
"UC3","delta_ols_r2","ols_r2","R-squared",0.0466426692661992,-0.00992105022024769,0.112178713440883,2500
"UC3","delta_adjusted_r2","adjusted_r2","R-squared",0.0764778593207522,-0.0327314206615982,0.127442504743029,2500
"UC3","delta_pic_r2","pic_r2","R-squared",0.0694159038497238,0.0030552338645121,0.188302062285327,2500
